URUN KODU;MAGAZA;DEPO;ISLEM TIPI;MLZ.BELGE;ISLEM TARIHI;MIKTAR;BIRIM;MAGAZA ADI;IRSALIYE;URUN TANIMI;TUTAR;SAS NO;SATICI KODU;GIRIS SAATI;BOLGE;BOLGE ADI;GIRIS TARIHI;KDV LI TUTAR;
000000000014000024;0002;0001;913;;08.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-040039;EKMEK KARADENÝZ 500G;        5,93;;0000011723;13:05:00;9916;Ümraniye;08.10.2019;        7,50;
000000000014000024;0002;0001;913;;16.10.2019;   4,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-40225;EKMEK KARADENÝZ 500G;       11,85;;0000011723;13:06:44;9916;Ümraniye;16.10.2019;       15,00;
000000000014000041;0002;0001;913;;01.10.2019;  10,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-542800;EKMEK;        7,93;;0000011723;00:05:32;9916;Ümraniye;02.10.2019;        9,00;
000000000014000041;0002;0001;913;;01.10.2019;  19,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075317;EKMEK;       16,72;;0000011723;00:05:31;9916;Ümraniye;02.10.2019;       17,10;
000000000014000041;0002;0001;913;;02.10.2019;  20,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-542924;EKMEK;       15,86;;0000011723;00:05:45;9916;Ümraniye;03.10.2019;       18,00;
000000000014000041;0002;0001;913;;02.10.2019;  20,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075328;EKMEK;       15,84;;0000011723;00:05:44;9916;Ümraniye;03.10.2019;       18,00;
000000000014000041;0002;0001;913;;03.10.2019;  25,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075338;EKMEK;       19,75;;0000011723;00:06:17;9916;Ümraniye;04.10.2019;       22,50;
000000000014000041;0002;0001;913;;03.10.2019;  14,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543065;EKMEK;       11,09;;0000011723;00:06:17;9916;Ümraniye;04.10.2019;       12,60;
000000000014000041;0002;0001;913;;04.10.2019;  25,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075348;EKMEK;       19,77;;0000011723;00:04:55;9916;Ümraniye;05.10.2019;       22,50;
000000000014000041;0002;0001;913;;04.10.2019;   9,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543185;EKMEK;        7,11;;0000011723;13:05:05;9916;Ümraniye;04.10.2019;        8,10;
000000000014000041;0002;0001;913;;05.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543338;EKMEK;        0,79;;0000011723;13:05:13;9916;Ümraniye;05.10.2019;        0,90;
000000000014000041;0002;0001;913;;05.10.2019;  17,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075508;EKMEK;       13,43;;0000011723;00:06:09;9916;Ümraniye;06.10.2019;       15,30;
000000000014000041;0002;0001;913;;06.10.2019;  14,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543453;EKMEK;       11,06;;0000011723;13:06:52;9916;Ümraniye;06.10.2019;       12,60;
000000000014000041;0002;0001;913;;06.10.2019;  15,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075517;EKMEK;       11,85;;0000011723;00:05:37;9916;Ümraniye;07.10.2019;       13,50;
000000000014000041;0002;0001;913;;07.10.2019;  21,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075528;EKMEK;       16,59;;0000011723;00:05:40;9916;Ümraniye;08.10.2019;       18,90;
000000000014000041;0002;0001;913;;08.10.2019;  14,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075538;EKMEK;       11,06;;0000011723;00:05:26;9916;Ümraniye;09.10.2019;       12,60;
000000000014000041;0002;0001;913;;08.10.2019;  22,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543682;EKMEK;       17,38;;0000011723;00:05:28;9916;Ümraniye;09.10.2019;       19,80;
000000000014000041;0002;0001;913;;09.10.2019;  20,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075548;EKMEK;       15,80;;0000011723;00:05:31;9916;Ümraniye;10.10.2019;       18,00;
000000000014000041;0002;0001;913;;09.10.2019;  13,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543764;EKMEK;       10,27;;0000011723;00:05:30;9916;Ümraniye;10.10.2019;       11,70;
000000000014000041;0002;0001;913;;10.10.2019;  14,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543924;EKMEK;       11,06;;0000011723;00:06:33;9916;Ümraniye;11.10.2019;       12,60;
000000000014000041;0002;0001;913;;10.10.2019;  12,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075608;EKMEK;        9,48;;0000011723;00:06:33;9916;Ümraniye;11.10.2019;       10,80;
000000000014000041;0002;0001;913;;11.10.2019;  14,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-544057;EKMEK;       10,54;;0000011723;00:06:24;9916;Ümraniye;12.10.2019;       10,50;
000000000014000041;0002;0001;913;;11.10.2019;  22,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075618;EKMEK;       17,38;;0000011723;00:06:22;9916;Ümraniye;12.10.2019;       16,50;
000000000014000041;0002;0001;913;;12.10.2019;  15,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075751;EKMEK;        9,90;;0000011723;00:06:00;9916;Ümraniye;13.10.2019;       11,25;
000000000014000041;0002;0001;913;;12.10.2019;  12,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-544210;EKMEK;        7,92;;0000011723;13:07:00;9916;Ümraniye;12.10.2019;        9,00;
000000000014000041;0002;0001;913;;13.10.2019;  19,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075755;EKMEK;       12,54;;0000011723;00:05:34;9916;Ümraniye;14.10.2019;       14,25;
000000000014000041;0002;0001;913;;13.10.2019;  10,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-559185;EKMEK;        6,60;;0000011723;00:05:35;9916;Ümraniye;14.10.2019;        7,50;
000000000014000041;0002;0001;913;;14.10.2019;  15,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-559042;EKMEK;        9,90;;0000011723;13:06:46;9916;Ümraniye;14.10.2019;       11,25;
000000000014000041;0002;0001;913;;14.10.2019;  15,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075759;EKMEK;        9,90;;0000011723;00:05:51;9916;Ümraniye;15.10.2019;       11,25;
000000000014000041;0002;0001;913;;15.10.2019;  15,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-558916;EKMEK;        9,90;;0000011723;13:11:07;9916;Ümraniye;15.10.2019;       11,25;
000000000014000041;0002;0001;913;;15.10.2019;  15,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075763;EKMEK;        9,90;;0000011723;00:06:05;9916;Ümraniye;16.10.2019;       11,25;
000000000014000041;0002;0001;913;;16.10.2019;  15,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-588796;EKMEK;        9,90;;0000011723;13:06:45;9916;Ümraniye;16.10.2019;       11,25;
000000000014000041;0002;0001;913;;16.10.2019;  13,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075767;EKMEK;        8,58;;0000011723;00:05:37;9916;Ümraniye;17.10.2019;        9,75;
000000000014000042;0002;0001;913;;03.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075338;EKMEK BÜYÜK;        1,26;;0000011723;00:06:17;9916;Ümraniye;04.10.2019;        1,50;
000000000014000042;0002;0001;913;;04.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075348;EKMEK BÜYÜK;        1,26;;0000011723;00:04:55;9916;Ümraniye;05.10.2019;        1,50;
000000000014000042;0002;0001;913;;06.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075517;EKMEK BÜYÜK;        2,52;;0000011723;00:05:37;9916;Ümraniye;07.10.2019;        3,00;
000000000014000042;0002;0001;913;;07.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075528;EKMEK BÜYÜK;        1,26;;0000011723;00:05:40;9916;Ümraniye;08.10.2019;        1,50;
000000000014000042;0002;0001;913;;09.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075548;EKMEK BÜYÜK;        1,26;;0000011723;00:05:31;9916;Ümraniye;10.10.2019;        1,50;
000000000014000042;0002;0001;913;;10.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075608;EKMEK BÜYÜK;        1,26;;0000011723;00:06:33;9916;Ümraniye;11.10.2019;        1,50;
000000000014000042;0002;0001;913;;11.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075618;EKMEK BÜYÜK;        1,26;;0000011723;00:06:22;9916;Ümraniye;12.10.2019;        1,50;
000000000014000042;0002;0001;913;;15.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075763;EKMEK BÜYÜK;        2,52;;0000011723;00:06:05;9916;Ümraniye;16.10.2019;        3,00;
000000000014000049;0002;0001;913;;03.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-018259;YUFKA 500 G NÝMET;        6,64;;0000011723;13:08:47;9916;Ümraniye;03.10.2019;        7,90;
000000000014000049;0002;0001;913;;07.10.2019;   5,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-018409;YUFKA 500 G NÝMET;       16,59;;0000011723;13:07:12;9916;Ümraniye;07.10.2019;       19,75;
000000000014000049;0002;0001;913;;10.10.2019;   5,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-018559;YUFKA 500 G NÝMET;       17,85;;0000011723;13:07:24;9916;Ümraniye;10.10.2019;       21,25;
000000000014000049;0002;0001;913;;14.10.2019;   5,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-013009;YUFKA 500 G NÝMET;       16,59;;0000011723;13:06:45;9916;Ümraniye;14.10.2019;       19,75;
000000000014000059;0002;0001;913;;01.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075317;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;00:05:31;9916;Ümraniye;02.10.2019;        1,25;
000000000014000059;0002;0001;913;;02.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-542924;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;00:05:45;9916;Ümraniye;03.10.2019;        1,25;
000000000014000059;0002;0001;913;;03.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075338;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:06:17;9916;Ümraniye;04.10.2019;        2,50;
000000000014000059;0002;0001;913;;03.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543065;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;00:06:17;9916;Ümraniye;04.10.2019;        1,25;
000000000014000059;0002;0001;913;;04.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543185;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;13:05:05;9916;Ümraniye;04.10.2019;        1,25;
000000000014000059;0002;0001;913;;05.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075508;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;00:06:09;9916;Ümraniye;06.10.2019;        1,25;
000000000014000059;0002;0001;913;;06.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543453;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;13:06:52;9916;Ümraniye;06.10.2019;        2,50;
000000000014000059;0002;0001;913;;06.10.2019;   3,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075517;GÜNLÜK KEPEKLÝ EKMEK;        3,15;;0000011723;00:05:37;9916;Ümraniye;07.10.2019;        3,75;
000000000014000059;0002;0001;913;;07.10.2019;   3,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075528;GÜNLÜK KEPEKLÝ EKMEK;        3,15;;0000011723;00:05:40;9916;Ümraniye;08.10.2019;        3,75;
000000000014000059;0002;0001;913;;08.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543682;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;00:05:28;9916;Ümraniye;09.10.2019;        1,25;
000000000014000059;0002;0001;913;;08.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075538;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:05:26;9916;Ümraniye;09.10.2019;        2,50;
000000000014000059;0002;0001;913;;09.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543764;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;00:05:30;9916;Ümraniye;10.10.2019;        1,25;
000000000014000059;0002;0001;913;;09.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075548;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:05:31;9916;Ümraniye;10.10.2019;        2,50;
000000000014000059;0002;0001;913;;10.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-543924;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:06:33;9916;Ümraniye;11.10.2019;        2,50;
000000000014000059;0002;0001;913;;11.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075618;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:06:22;9916;Ümraniye;12.10.2019;        2,50;
000000000014000059;0002;0001;913;;12.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075751;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:06:00;9916;Ümraniye;13.10.2019;        2,50;
000000000014000059;0002;0001;913;;13.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-559185;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;00:05:35;9916;Ümraniye;14.10.2019;        1,25;
000000000014000059;0002;0001;913;;14.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-559042;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;13:06:46;9916;Ümraniye;14.10.2019;        1,25;
000000000014000059;0002;0001;913;;14.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075759;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:05:51;9916;Ümraniye;15.10.2019;        2,50;
000000000014000059;0002;0001;913;;15.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-558916;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;13:11:07;9916;Ümraniye;15.10.2019;        2,50;
000000000014000059;0002;0001;913;;15.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075763;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:06:05;9916;Ümraniye;16.10.2019;        2,50;
000000000014000059;0002;0001;913;;16.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075767;GÜNLÜK KEPEKLÝ EKMEK;        2,10;;0000011723;00:05:37;9916;Ümraniye;17.10.2019;        2,50;
000000000014000059;0002;0001;913;;16.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-588796;GÜNLÜK KEPEKLÝ EKMEK;        1,05;;0000011723;13:06:45;9916;Ümraniye;16.10.2019;        1,25;
000000000014000072;0002;0001;913;;09.10.2019;   5,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-309083;EKMEK KATMER 400 G;       17,01;;0000011723;13:06:18;9916;Ümraniye;09.10.2019;       22,50;
000000000014000091;0002;0001;913;;01.10.2019;  54,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075317;TAÞ FIRIN EKMEÐÝ;       59,48;;0000011723;00:05:31;9916;Ümraniye;02.10.2019;       67,50;
000000000014000091;0002;0001;913;;02.10.2019;  35,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075328;TAÞ FIRIN EKMEÐÝ;       38,55;;0000011723;00:05:44;9916;Ümraniye;03.10.2019;       43,75;
000000000014000091;0002;0001;913;;03.10.2019;  45,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075338;TAÞ FIRIN EKMEÐÝ;       49,57;;0000011723;00:06:17;9916;Ümraniye;04.10.2019;       56,25;
000000000014000091;0002;0001;913;;04.10.2019;  28,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075348;TAÞ FIRIN EKMEÐÝ;       30,84;;0000011723;00:04:55;9916;Ümraniye;05.10.2019;       35,00;
000000000014000091;0002;0001;913;;05.10.2019;  52,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075508;TAÞ FIRIN EKMEÐÝ;       57,28;;0000011723;00:06:09;9916;Ümraniye;06.10.2019;       65,00;
000000000014000091;0002;0001;913;;06.10.2019;  30,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075517;TAÞ FIRIN EKMEÐÝ;       33,05;;0000011723;00:05:37;9916;Ümraniye;07.10.2019;       37,50;
000000000014000091;0002;0001;913;;07.10.2019;  50,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075528;TAÞ FIRIN EKMEÐÝ;       55,08;;0000011723;00:05:40;9916;Ümraniye;08.10.2019;       62,50;
000000000014000091;0002;0001;913;;08.10.2019;  27,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075538;TAÞ FIRIN EKMEÐÝ;       29,74;;0000011723;00:05:26;9916;Ümraniye;09.10.2019;       33,75;
000000000014000091;0002;0001;913;;09.10.2019;  40,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075548;TAÞ FIRIN EKMEÐÝ;       44,06;;0000011723;00:05:31;9916;Ümraniye;10.10.2019;       50,00;
000000000014000091;0002;0001;913;;10.10.2019;  20,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075608;TAÞ FIRIN EKMEÐÝ;       22,03;;0000011723;00:06:33;9916;Ümraniye;11.10.2019;       25,00;
000000000014000091;0002;0001;913;;11.10.2019;  39,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075618;TAÞ FIRIN EKMEÐÝ;       42,96;;0000011723;00:06:22;9916;Ümraniye;12.10.2019;       48,75;
000000000014000091;0002;0001;913;;12.10.2019;  46,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075751;TAÞ FIRIN EKMEÐÝ;       50,67;;0000011723;00:06:00;9916;Ümraniye;13.10.2019;       57,50;
000000000014000091;0002;0001;913;;13.10.2019;  34,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075755;TAÞ FIRIN EKMEÐÝ;       37,45;;0000011723;00:05:34;9916;Ümraniye;14.10.2019;       42,50;
000000000014000091;0002;0001;913;;14.10.2019;  45,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075759;TAÞ FIRIN EKMEÐÝ;       49,57;;0000011723;00:05:51;9916;Ümraniye;15.10.2019;       56,25;
000000000014000091;0002;0001;913;;15.10.2019;  60,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075763;TAÞ FIRIN EKMEÐÝ;       66,09;;0000011723;00:06:05;9916;Ümraniye;16.10.2019;       75,00;
000000000014000091;0002;0001;913;;16.10.2019;  46,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075767;TAÞ FIRIN EKMEÐÝ;       50,67;;0000011723;00:05:37;9916;Ümraniye;17.10.2019;       57,50;
000000000014000211;0002;0001;913;;01.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075317;ÇEÞÝT EKMEK;        2,27;;0000011723;00:05:31;9916;Ümraniye;02.10.2019;        2,70;
000000000014000211;0002;0001;913;;02.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075328;ÇEÞÝT EKMEK;        1,14;;0000011723;00:05:44;9916;Ümraniye;03.10.2019;        1,35;
000000000014000211;0002;0001;913;;04.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075348;ÇEÞÝT EKMEK;        2,27;;0000011723;00:04:55;9916;Ümraniye;05.10.2019;        2,70;
000000000014000211;0002;0001;913;;06.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075517;ÇEÞÝT EKMEK;        2,27;;0000011723;00:05:37;9916;Ümraniye;07.10.2019;        2,70;
000000000014000211;0002;0001;913;;08.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075538;ÇEÞÝT EKMEK;        1,14;;0000011723;00:05:26;9916;Ümraniye;09.10.2019;        1,35;
000000000014000211;0002;0001;913;;09.10.2019;   3,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075548;ÇEÞÝT EKMEK;        3,41;;0000011723;00:05:31;9916;Ümraniye;10.10.2019;        4,05;
000000000014000211;0002;0001;913;;10.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075608;ÇEÞÝT EKMEK;        2,27;;0000011723;00:06:33;9916;Ümraniye;11.10.2019;        2,70;
000000000014000211;0002;0001;913;;11.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075618;ÇEÞÝT EKMEK;        2,27;;0000011723;00:06:22;9916;Ümraniye;12.10.2019;        2,70;
000000000014000211;0002;0001;913;;12.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075751;ÇEÞÝT EKMEK;        2,27;;0000011723;00:06:00;9916;Ümraniye;13.10.2019;        2,70;
000000000014000211;0002;0001;913;;13.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075755;ÇEÞÝT EKMEK;        2,27;;0000011723;00:05:34;9916;Ümraniye;14.10.2019;        2,70;
000000000014000211;0002;0001;913;;14.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075759;ÇEÞÝT EKMEK;        2,27;;0000011723;00:05:51;9916;Ümraniye;15.10.2019;        2,70;
000000000014000448;0002;0001;913;;09.10.2019;   4,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-309083;KATMER 250;       10,58;;0000011723;13:06:18;9916;Ümraniye;09.10.2019;       14,00;
000000000014000548;0002;0001;913;;07.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-018409;YUFKA SU BÖREKLÝK 700 G NÝMET;       10,58;;0000011723;13:07:12;9916;Ümraniye;07.10.2019;       12,90;
000000000014000687;0002;0001;913;;02.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-309253;EKMEK BAZLAMA 300 G;        2,26;;0000011723;13:05:30;9916;Ümraniye;02.10.2019;        2,75;
000000000014000687;0002;0001;913;;09.10.2019;  10,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-309083;EKMEK BAZLAMA 300 G;       22,55;;0000011723;13:06:18;9916;Ümraniye;09.10.2019;       27,50;
000000000014000687;0002;0001;913;;16.10.2019;  10,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-30781;EKMEK BAZLAMA 300 G;       22,55;;0000011723;00:05:38;9916;Ümraniye;17.10.2019;       27,50;
000000000014000781;0002;0001;913;;08.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-040039;YÖRESEL EKMEK NÝMET 500G;        2,96;;0000011723;13:05:00;9916;Ümraniye;08.10.2019;        3,75;
000000000014000781;0002;0001;913;;16.10.2019;   4,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-40225;YÖRESEL EKMEK NÝMET 500G;       11,85;;0000011723;13:06:44;9916;Ümraniye;16.10.2019;       15,00;
000000000014000812;0002;0001;913;;09.10.2019;   5,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-309083;GÖZLEME 200 G;       10,39;;0000011723;13:06:18;9916;Ümraniye;09.10.2019;       13,75;
000000000014001036;0002;0001;913;;02.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-309253;EKMEK BAZLAMA 150 G;        1,11;;0000011723;13:05:30;9916;Ümraniye;02.10.2019;        1,35;
000000000014001036;0002;0001;913;;09.10.2019;   5,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-309083;EKMEK BAZLAMA 150 G;        5,54;;0000011723;13:06:18;9916;Ümraniye;09.10.2019;        6,75;
000000000014001038;0002;0001;913;;09.10.2019;   7,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-029201;PEKSÝMET EKMEK 200 G NÝMET;       19,84;;0000011723;13:06:20;9916;Ümraniye;09.10.2019;       26,25;
000000000014001085;0002;0001;913;;01.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075317;SÝMÝT EKMEK;        3,54;;0000011723;00:05:31;9916;Ümraniye;02.10.2019;        4,50;
000000000014001085;0002;0001;913;;02.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075328;SÝMÝT EKMEK;        3,94;;0000011723;00:05:44;9916;Ümraniye;03.10.2019;        5,00;
000000000014001085;0002;0001;913;;04.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075348;SÝMÝT EKMEK;        3,94;;0000011723;00:04:55;9916;Ümraniye;05.10.2019;        5,00;
000000000014001085;0002;0001;913;;06.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075517;SÝMÝT EKMEK;        3,94;;0000011723;00:05:37;9916;Ümraniye;07.10.2019;        5,00;
000000000014001085;0002;0001;913;;07.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075528;SÝMÝT EKMEK;        3,94;;0000011723;00:05:40;9916;Ümraniye;08.10.2019;        5,00;
000000000014001085;0002;0001;913;;08.10.2019;   3,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075538;SÝMÝT EKMEK;        5,90;;0000011723;00:05:26;9916;Ümraniye;09.10.2019;        7,50;
000000000014001085;0002;0001;913;;10.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075608;SÝMÝT EKMEK;        3,94;;0000011723;00:06:33;9916;Ümraniye;11.10.2019;        5,00;
000000000014001085;0002;0001;913;;12.10.2019;   1,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075751;SÝMÝT EKMEK;        1,97;;0000011723;00:06:00;9916;Ümraniye;13.10.2019;        2,50;
000000000014001085;0002;0001;913;;13.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075755;SÝMÝT EKMEK;        3,94;;0000011723;00:05:34;9916;Ümraniye;14.10.2019;        5,00;
000000000014001085;0002;0001;913;;14.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075759;SÝMÝT EKMEK;        3,94;;0000011723;00:05:51;9916;Ümraniye;15.10.2019;        5,00;
000000000014001085;0002;0001;913;;16.10.2019;   2,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-075767;SÝMÝT EKMEK;        3,94;;0000011723;00:05:37;9916;Ümraniye;17.10.2019;        5,00;
000000000014001211;0002;0001;913;;03.10.2019;   4,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-018259;YUFKA 1000 G NÝMET;       18,48;;0000011723;13:08:47;9916;Ümraniye;03.10.2019;       22,00;
000000000014001211;0002;0001;913;;07.10.2019;   5,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-018409;YUFKA 1000 G NÝMET;       23,10;;0000011723;13:07:12;9916;Ümraniye;07.10.2019;       27,50;
000000000014001211;0002;0001;913;;10.10.2019;   5,000;ST;Hamza Yerlikaya Ümraniye Ýstan;2-018559;YUFKA 1000 G NÝMET;       27,93;;0000011723;13:07:24;9916;Ümraniye;10.10.2019;       33,25;
